"year","time","rank","artist","album","song_title_clean","k_title","e_title","k_length","e_length","eng_label"
2021,36,97,"프로미스나인 (fromis_9)","Talk & Talk","Talk & Talk","","Talk   Talk",0,11,1
2021,36,104,"규현 (KYUHYUN)","별이 빛나는 밤에 (REVIBE Vol.3)","별이 빛나는 밤에","별이 빛나는 밤에","",9,0,0
2021,36,135,"부끄뚱","은근히 낯가려요","은근히 낯가려요","은근히 낯가려요","",8,0,0
2021,36,140,"백지영","인생띵곡 vol.2","행복하고 싶어","행복하고 싶어","",7,0,0
2021,36,160,"안예은","야화첩 OST","야화","야화","",2,0,0
2021,36,174,"임영웅","사랑의 콜센타 PART65","사랑의 아픔 딛고","사랑의 아픔 딛고","",9,0,0
2021,36,178,"비투비 (BTOB)","4U : OUTSIDE","DREAMER","","DREAMER",0,7,1
2021,36,181,"로키드 (Lokid)","칵테일 사랑 (너에게만 좋은 사람이 되고 싶어 X Lokid)","칵테일 사랑","칵테일 사랑","",6,0,0
2021,37,18,"헤이즈 (Heize)","비가 오는 날엔 (2021)","비가 오는 날엔 (2021)","비가 오는 날엔","",8,0,0
2021,37,27,"STAYC(스테이씨)","STEREOTYPE","색안경 (STEREOTYPE)","색안경","",3,0,1
2021,37,46,"카더가든","가까운 듯 먼 그대여","가까운 듯 먼 그대여","가까운 듯 먼 그대여","",11,0,0
2021,37,81,"환희","오늘은 가지마 (2021)","오늘은 가지마 (2021)","오늘은 가지마","",7,0,0
2021,37,97,"카더가든","갯마을 차차차 OST Part 1","로맨틱 선데이","로맨틱 선데이","",7,0,0
2021,37,102,"선우정아","Serenade","도망가자 (Run With Me)","도망가자","",4,0,1
2021,37,113,"백아연","Observe","아무것도 하기 싫으면 어떡해","아무것도 하기 싫으면 어떡해","",15,0,0
2021,37,136,"미도와 파라솔","슬기로운 의사생활 시즌2 OST Special 2","넌 내게 반했어 (Drama Ver.)","넌 내게 반했어","",8,0,1
2021,37,153,"솔라","홍천기 OST Part.2","나는 그대고 그대는 나였다","나는 그대고 그대는 나였다","",14,0,0
2021,37,161,"매드 클라운 (Mad Clown), 이해리","싸이월드 BGM 2021","수취인불명","수취인불명","",5,0,0
2021,37,164,"반하나","설레이지 않아도","설레이지 않아도","설레이지 않아도","",8,0,0
2021,37,189,"하은","사랑합니다","사랑합니다","사랑합니다","",5,0,0
2021,38,26,"백예린","선물","산책","산책","",2,0,0
2021,38,30,"이하이","4 ONLY","빨간 립스틱","빨간 립스틱","",6,0,0
2021,38,49,"ATEEZ (에이티즈)","ZERO : FEVER Part.3","Deja Vu","","Deja Vu",0,7,1
2021,38,64,"리사 (LISA)","LALISA","LALISA","","LALISA",0,6,1
2021,38,73,"백예린","선물","Antifreeze","","Antifreeze",0,10,1
2021,38,78,"백예린","선물","왜? 날","왜  날","",4,0,0
2021,38,89,"황치열","끝이라고 말할 것 같았어","끝이라고 말할 것 같았어 (Too Late)","끝이라고 말할 것 같았어","",13,0,1
2021,38,92,"백예린","선물","그럴때마다","그럴때마다","",5,0,0
2021,38,94,"HYNN(박혜원)","슬기로운 의사생활 시즌2 OST Part 11","하늘을 달리다","하늘을 달리다","",7,0,0
2021,38,98,"백예린","선물","한계","한계","",2,0,0
2021,38,102,"마마무 (Mamamoo)","I SAY MAMAMOO : THE BEST","하늘 땅 바다만큼 (mumumumuch)","하늘 땅 바다만큼","",9,0,1
2021,38,107,"케이시 (Kassy)","갯마을 차차차 OST Part 2","어느 햇살 좋은 날","어느 햇살 좋은 날","",10,0,0
2021,38,123,"백예린","선물","돌아가자","돌아가자","",4,0,0
2021,38,131,"먼데이 키즈 (Monday Kiz)","그때의 우리","그때의 우리","그때의 우리","",6,0,0
2021,38,150,"이하이","4 ONLY","구원자","구원자","",3,0,0
2021,38,151,"전우성 (노을)","널 좋아하는 거 그만둘까 봐","널 좋아하는 거 그만둘까 봐","널 좋아하는 거 그만둘까 봐","",15,0,0
2021,38,156,"한요한","초희귀종","이게 나야)","이게 나야","",5,0,0
2021,38,169,"지아 (Zia)","부디 (1st MAKE:UP)","부디","부디","",2,0,0
2021,38,185,"이하이","4 ONLY","머리어깨무릎발","머리어깨무릎발","",7,0,0
2021,39,4,"디핵 (D-Hack), PATEKO(파테코)","OHAYO MY NIGHT","OHAYO MY NIGHT","","OHAYO MY NIGHT",0,14,1
2021,39,5,"NCT 127","Sticker - The 3rd Album","Sticker","","Sticker",0,7,1
2021,39,14,"이무진","가을 타나 봐 (REVIBE Vol.4)","가을 타나 봐","가을 타나 봐","",7,0,0
2021,39,32,"전미도","슬기로운 의사생활 시즌2 OST Part 12","Butterfly","","Butterfly",0,9,1
2021,39,60,"NCT 127","Sticker - The 3rd Album","Lemonade","","Lemonade",0,8,1
2021,39,68,"양요섭","Chocolate Box","BRAIN","","BRAIN",0,5,1
2021,39,71,"길구봉구","너 하나야 (낮에 뜨는 달 X 길구봉구) OST","너 하나야 (낮에 뜨는 달 X 길구봉구)","너 하나야","",5,0,1
2021,39,85,"미도와 파라솔","슬기로운 의사생활 시즌2 OST Part 12","언젠가는","언젠가는","",4,0,0
2021,39,95,"NCT 127","Sticker - The 3rd Album","Road Trip","","Road Trip",0,9,1
2021,39,101,"현아 & 던","1+1=1","PING PONG","","PING PONG",0,9,1
2021,39,102,"NCT 127","Sticker - The 3rd Album","내일의 나에게 (The Rainy Night)","내일의 나에게","",7,0,1
2021,39,109,"NCT 127","Sticker - The 3rd Album","Breakfast","","Breakfast",0,9,1
2021,39,110,"NCT 127","Sticker - The 3rd Album","Dreamer","","Dreamer",0,7,1
2021,39,114,"전상근","이별 후, 첫 번째","퇴근버스","퇴근버스","",4,0,0
2021,39,118,"NCT 127","Sticker - The 3rd Album","같은 시선 (Focus)","같은 시선","",5,0,1
2021,39,120,"NCT 127","Sticker - The 3rd Album","다시 만나는 날 (Promise You)","다시 만나는 날","",8,0,1
2021,39,127,"NCT 127","Sticker - The 3rd Album","Magic Carpet Ride","","Magic Carpet Ride",0,17,1
2021,39,135,"NCT 127","Sticker - The 3rd Album","Far","","Far",0,3,1
2021,39,147,"NCT 127","Sticker - The 3rd Album","Bring The Noize","","Bring The Noize",0,15,1
2021,39,154,"CHEEZE (치즈)","갯마을 차차차 OST Part 3","My Romance","","My Romance",0,10,1
2021,39,157,"한동근","보고 싶었어 가을 (금혼령 X 한동근) OST","보고 싶었어 가을 (금혼령 X 한동근)","보고 싶었어 가을","",9,0,1
2021,39,193,"조유리","가을 상자","가을 상자 (With 이석훈)","가을 상자","",5,0,1
2021,40,2,"Coldplay, BTS","My Universe","My Universe","","My Universe",0,11,1
2021,40,14,"케이윌 (K.Will)","시간을 거슬러 (낮에 뜨는 달 X 케이윌) OST","시간을 거슬러 (낮에 뜨는 달 X 케이윌)","시간을 거슬러","",7,0,1
2021,40,34,"키 (KEY)","BAD LOVE - The 1st Mini Album","BAD LOVE","","BAD LOVE",0,8,1
2021,40,36,"어반 자카파 (Urban Zakapa)","네 번째 `고백`","고백","고백","",2,0,0
2021,40,56,"AB6IX (에이비식스)","MO` COMPLETE","CHERRY","","CHERRY",0,6,1
2021,40,91,"김재환","갯마을 차차차 OST Part 5","빛이 되어줘","빛이 되어줘","",6,0,0
2021,40,98,"이소정","너와 나는 이제 남이니까","너와 나는 이제 남이니까","너와 나는 이제 남이니까","",13,0,0
2021,40,101,"현아 & 던","1+1=1","PING PONG","","PING PONG",0,9,1
2021,40,106,"김나영","사랑했던 날","사랑했던 날","사랑했던 날","",6,0,0
2021,40,142,"에일리 (Ailee)","홍천기 OST Part.4","너의 눈물이 나의 눈을 적실 때","너의 눈물이 나의 눈을 적실 때","",17,0,0
2021,40,166,"김호중","사랑의 콜센타 PART8","그대 향한 사랑","그대 향한 사랑","",8,0,0
2021,40,200,"김필","처음 만난 그때처럼","처음 만난 그때처럼","처음 만난 그때처럼","",10,0,0
2021,41,26,"ITZY (있지)","CRAZY IN LOVE","LOCO","","LOCO",0,4,1
2021,41,31,"이해리","사랑은 언제나 목마르다 (N번째 연애 X 이해리 (다비치)) OST","사랑은 언제나 목마르다 (N번째 연애 X 이해리 (다비치))","사랑은 언제나 목마르다","",12,0,1
2021,41,35,"WOODZ (조승연)","ONLY LOVERS LEFT","WAITING","","WAITING",0,7,1
2021,41,45,"산들","갯마을 차차차 OST Part 6","내 기억 속에 남아 있는 그대 모습은","내 기억 속에 남아 있는 그대 모습은","",20,0,0
2021,41,54,"이찬원","..선물","힘을 내세요","힘을 내세요","",6,0,0
2021,41,71,"HYNN(박혜원)","바래","바래","바래","",2,0,0
2021,41,90,"정동하","너의 모습","너의 모습","너의 모습","",5,0,0
2021,41,91,"임영웅","사랑의 콜센타 PART60","잊었니","잊었니","",3,0,0
2021,41,94,"TWICE","The Feels","The Feels","","The Feels",0,9,1
2021,41,115,"aespa","Savage - The 1st Mini Album","YEPPI YEPPI","","YEPPI YEPPI",0,11,1
2021,41,117,"aespa","Savage - The 1st Mini Album","aenergy","","aenergy",0,7,1
2021,41,122,"ASH ISLAND","Play","Play","","Play",0,4,1
2021,41,124,"영재 (Youngjae)","COLORS from Ars","Vibin","","Vibin",0,5,1
2021,41,141,"aespa","Savage - The 1st Mini Album","자각몽 (Lucid Dream)","자각몽","",3,0,1
2021,41,152,"aespa","Savage - The 1st Mini Album","ICONIC","","ICONIC",0,6,1
2021,41,154,"aespa","Savage - The 1st Mini Album","I`ll Make You Cry","","I ll Make You Cry",0,17,1
2021,41,159,"임영웅","미워요 / 소나기","미워요","미워요","",3,0,0
2021,41,184,"임영웅","사랑의 콜센타 PART50","목로주점","목로주점","",4,0,0
2021,42,1,"임영웅","신사와 아가씨 OST Part.2","사랑은 늘 도망가","사랑은 늘 도망가","",9,0,0
2021,42,2,"aespa","Savage - The 1st Mini Album","Savage","","Savage",0,6,1
2021,42,41,"케이시 (Kassy)","밤새 니가 내려","밤새 니가 내려","밤새 니가 내려","",8,0,0
2021,42,48,"폴킴","찬란한 계절","찬란한 계절","찬란한 계절","",6,0,0
2021,42,54,"허각","신촌을 못가","신촌을 못가","신촌을 못가","",6,0,0
2021,42,81,"신예영","전화 한 번 못하니 (너에게 하고 싶은 말 X 신예영)","전화 한 번 못하니","전화 한 번 못하니","",10,0,0
2021,42,90,"정동하","너의 모습","너의 모습","너의 모습","",5,0,0
2021,42,97,"최유리","갯마을 차차차 OST Part 4","바람","바람","",2,0,0
2021,42,110,"ENHYPEN","DIMENSION : DILEMMA","Tamed-Dashed","","Tamed Dashed",0,12,1
2021,42,116,"이수","홍천기 OST Part.6","긴 잠","긴 잠","",3,0,0
2021,42,119,"윤토벤 (YounToven)","서툰 이별을 하려해","서툰 이별을 하려해","서툰 이별을 하려해","",10,0,0
2021,42,125,"Stray Kids (스트레이 키즈)","갯마을 차차차 OST Part 7","Here Always (승민 of Stray Kids)","","Here Always",0,11,1
2021,42,158,"펀치 (Punch)","홍천기 OST Part.5","거짓말처럼","거짓말처럼","",5,0,0
2021,42,168,"정승환","유미의 세포들 OST Part 7","Belief","","Belief",0,6,1
2021,42,179,"동해 (DONGHAE)","California Love","California Love","","California Love",0,15,1
2021,43,1,"아이유 (IU)","strawberry moon","strawberry moon","","strawberry moon",0,15,1
2021,43,14,"다비치","나의 첫사랑","나의 첫사랑","나의 첫사랑","",6,0,0
2021,43,30,"제시(Jessi)","Cold Blooded","Cold Blooded","","Cold Blooded",0,12,1
2021,43,89,"Adele","Easy On Me","Easy On Me","","Easy On Me",0,10,1
2021,43,97,"멜로망스(Melomance)","유미의 세포들 OST Part 8","우리의 이야기","우리의 이야기","",7,0,0
2021,43,111,"순순희","해운대","해운대","해운대","",3,0,0
2021,43,112,"이상이","갯마을 차차차 OST Part 8","행복했으면 좋겠어","행복했으면 좋겠어","",9,0,0
2021,43,116,"이진혁","Ctrl+V","Work Work","","Work Work",0,9,1
2021,43,118,"씨엔블루(CNBLUE)","WANTED","싹둑 (Love Cut)","싹둑","",2,0,1
2021,43,130,"지아 (Zia)","여가 (2nd MAKE:UP)","여가","여가","",2,0,0
2021,43,133,"임영웅","계단말고 엘리베이터","계단말고 엘리베이터","계단말고 엘리베이터","",10,0,0
2021,43,137,"조유리","GLASSY","GLASSY","","GLASSY",0,6,1
2021,43,154,"린 (LYn)","연모 OST Part.2","알아요","알아요","",3,0,0
2021,43,162,"로시 (Rothy)","COLD LOVE","COLD LOVE","","COLD LOVE",0,9,1
2021,43,166,"전건호","다정히 내 이름을 부르면","다정히 내 이름을 부르면 (남자 Ver.)","다정히 내 이름을 부르면","",13,0,1
2021,43,184,"HYNN(박혜원)","To You","To You","","To You",0,6,1
2021,43,186,"기리보이(Giriboy)","avante","그리고 돌아섰다","그리고 돌아섰다","",8,0,0
2021,43,198,"더 리슨 (솔지, 김나영, 케이시(Kassy), 승희(오마이걸), HYNN(박혜원))","느린 이별","느린 이별","느린 이별","",5,0,0
2021,43,199,"#안녕","한 걸음씩 멀어지는 너에게","한 걸음씩 멀어지는 너에게","한 걸음씩 멀어지는 너에게","",14,0,0
2021,44,1,"아이유 (IU)","strawberry moon","strawberry moon","","strawberry moon",0,15,1
2021,44,2,"NCT 127","Favorite - The 3rd Album Repackage","Favorite (Vampire)","","Favorite",0,8,1
2021,44,6,"세븐틴","9th Mini Album `Attacca`","Rock with you","","Rock with you",0,13,1
2021,44,23,"볼빨간사춘기 (BOL4)","Butterfly Effect","나비효과","나비효과","",4,0,0
2021,44,46,"신용재","마지막 `고백`","고백","고백","",2,0,0
2021,44,74,"B.I","WATERFALL","역겹겠지만 (Remember me)","역겹겠지만","",5,0,1
2021,44,76,"거미","그래도 사랑이었잖아 (감정공유 : 거미)","그래도 사랑이었잖아","그래도 사랑이었잖아","",10,0,0
2021,44,93,"세븐틴","9th Mini Album `Attacca`","소용돌이","소용돌이","",4,0,0
2021,44,95,"송하예","사랑했던 우리가 어떻게 친구가 되니","사랑했던 우리가 어떻게 친구가 되니","사랑했던 우리가 어떻게 친구가 되니","",19,0,0
2021,44,99,"세븐틴","9th Mini Album `Attacca`","Crush","","Crush",0,5,1
2021,44,104,"세븐틴","9th Mini Album `Attacca`","매일 그대라서 행복하다","매일 그대라서 행복하다","",12,0,0
2021,44,108,"노을","미워지지가 않아 (Unhateable)","미워지지가 않아 (Unhateable)","미워지지가 않아","",8,0,1
2021,44,112,"에픽하이 (EPIK HIGH)","Face ID","Face ID","","Face ID",0,7,1
2021,44,114,"NCT 127","Favorite - The 3rd Album Repackage","Love On The Floor","","Love On The Floor",0,17,1
2021,44,116,"세븐틴","9th Mini Album `Attacca`","그리워하는 것까지","그리워하는 것까지","",9,0,0
2021,44,121,"박지훈","HOT&COLD","Serious","","Serious",0,7,1
2021,44,122,"세븐틴","9th Mini Album `Attacca`","PANG!","","PANG",0,4,1
2021,44,124,"세븐틴","9th Mini Album `Attacca`","2 MINUS 1 (Digital Only)","","MINUS",0,5,1
2021,44,131,"NCT 127","Favorite - The 3rd Album Repackage","Pilot","","Pilot",0,5,1
2021,44,143,"개코 (GAEKO)","논해","논해","논해","",2,0,0
2021,44,158,"벤 (Ben)","지금 뭐해","지금 뭐해","지금 뭐해","",5,0,0
2021,45,1,"아이유 (IU)","strawberry moon","strawberry moon","","strawberry moon",0,15,1
2021,45,2,"aespa","Savage - The 1st Mini Album","Savage","","Savage",0,6,1
2021,45,6,"더보이즈(THE BOYZ)","3rd Single Album [MAVERICK]","MAVERICK","","MAVERICK",0,8,1
2021,45,8,"경서예지, 전건호","다정히 내 이름을 부르면 (경서예지 x 전건호)","다정히 내 이름을 부르면","다정히 내 이름을 부르면","",13,0,0
2021,45,13,"주시크 (Joosiq)","너를 생각해","너를 생각해","너를 생각해","",6,0,0
2021,45,31,"임창정","별거 없던 그 하루로","별거 없던 그 하루로","별거 없던 그 하루로","",11,0,0
2021,45,32,"볼빨간사춘기 (BOL4)","Butterfly Effect","너는 내 세상이었어","너는 내 세상이었어","",10,0,0
2021,45,33,"케이시 (Kassy)","옛이야기","나 그댈위해 시 한편을 쓰겠어","나 그댈위해 시 한편을 쓰겠어","",16,0,0
2021,45,41,"2am","Ballad 21 F/W","가까이 있어서 몰랐어","가까이 있어서 몰랐어","",11,0,0
2021,45,56,"이영지","낮 밤","낮 밤","낮 밤","",3,0,0
2021,45,69,"이예준","그리워 그리워","그리워 그리워","그리워 그리워","",7,0,0
2021,45,93,"SUPER JUNIOR-D&E (동해&은혁)","COUNTDOWN - The 1st Album","ZERO","","ZERO",0,4,1
2021,45,103,"MJ (ASTRO)","Happy Virus","계세요","계세요","",3,0,0
2021,45,107,"박재정","너의 그 사람","너의 그 사람","너의 그 사람","",7,0,0
2021,45,122,"에일리 (Ailee)","AMY","가르치지마","가르치지마","",5,0,0
2021,45,123,"김나영","me","The Youngest Day","","The Youngest Day",0,16,1
2021,45,127,"2am","Ballad 21 F/W","잘 가라니","잘 가라니","",5,0,0
2021,45,139,"수안, 폴킴","잘 있니","잘 있니","잘 있니","",4,0,0
2021,45,140,"염따 (YumDDa), TOIL","To the Moon","To the Moon","","To the Moon",0,11,1
2021,45,194,"전상근","나는 그 사람이 아프다 (N번째 연애 X 전상근) OST","나는 그 사람이 아프다 (N번째 연애 X 전상근)","나는 그 사람이 아프다","",12,0,1
2021,46,1,"아넌딜라이트(Anandelight) , unofficialboyy , BE′O (비오) , 지구인 , Mudd the student","쇼미더머니 10 Episode 1","쉬어","쉬어","",2,0,0
2021,46,3,"개코 , Ourealgoat (아우릴고트) , SINCE , 안병웅 , Tabber , 조광일","쇼미더머니 10 Episode 1","Wake Up","","Wake Up",0,7,1
2021,46,7,"Don Mills , Northfacegawd , sokodomo , Khakii (카키) , A-Chess (에이체스)","쇼미더머니 10 Episode 1","TROUBLE","","TROUBLE",0,7,1
2021,46,8,"경서예지, 전건호","다정히 내 이름을 부르면 (경서예지 x 전건호)","다정히 내 이름을 부르면","다정히 내 이름을 부르면","",13,0,0
2021,46,9,"염따 (YumDDa), TOIL, 쿤타, 베이식 (Basick), 365LIT, 황지상 (HWANG JI SANG), 송민영","쇼미더머니 10 Episode 1","너와 나의 Memories","너와 나의","Memories",5,8,1
2021,46,13,"주시크 (Joosiq)","너를 생각해","너를 생각해","너를 생각해","",6,0,0
2021,46,30,"진 (JIN)","지리산 OST Part.4","Yours","","Yours",0,5,1
2021,46,31,"임창정","별거 없던 그 하루로","별거 없던 그 하루로","별거 없던 그 하루로","",11,0,0
2021,46,32,"마크툽 (Maktub)","Red Moon : Beyond The Light","찰나가 영원이 될 때 (The Eternal Moment)","찰나가 영원이 될 때","",11,0,1
2021,46,74,"임한별","밤하늘의 별을(Original)","밤하늘의 별을(Original)","밤하늘의 별을","",7,0,1
2021,46,95,"임영웅","사랑의 콜센타 PART61","끝사랑","끝사랑","",3,0,0
2021,46,112,"황치열","그대는 행복하길 (낮에 뜨는 달 X 황치열) OST","그대는 행복하길 (낮에 뜨는 달 X 황치열)","그대는 행복하길","",8,0,1
2021,46,119,"원어스(ONEUS)","BLOOD MOON","월하미인 (月下美人 : LUNA)","월하미인","",4,0,1
2021,46,121,"길구봉구","내일 이별","내일 이별","내일 이별","",5,0,0
2021,46,126,"BE`O (비오)","Bipolar","Brand)","","Brand",0,5,1
2021,46,128,"먼데이 키즈 (Monday Kiz)","물고기자리","물고기자리","물고기자리","",5,0,0
2021,47,1,"sokodomo","쇼미더머니 10 Episode 2","회전목마","회전목마","",4,0,0
2021,47,8,"경서예지, 전건호","다정히 내 이름을 부르면 (경서예지 x 전건호)","다정히 내 이름을 부르면","다정히 내 이름을 부르면","",13,0,0
2021,47,13,"주시크 (Joosiq)","너를 생각해","너를 생각해","너를 생각해","",6,0,0
2021,47,22,"조광일, 개코, 저스디스 (JUSTHIS)","쇼미더머니 10 Episode 2","가시","가시","",2,0,0
2021,47,32,"TWICE","Formula of Love: O+T=<3","SCIENTIST","","SCIENTIST",0,9,1
2021,47,35,"10cm","The 3rd EP","어제 너는 나를 버렸어","어제 너는 나를 버렸어","",12,0,0
2021,47,43,"전소미","XOXO","XOXO","","XOXO",0,4,1
2021,47,62,"이하이","지금, 헤어지는 중입니다 OST Part.2","손을 잡아줘요","손을 잡아줘요","",7,0,0
2021,47,76,"임재현","다음생이 있다면 당신을 만나서 다시 사랑할래요","다음생이 있다면 당신을 만나서 다시 사랑할래요","다음생이 있다면 당신을 만나서 다시 사랑할래요","",25,0,0
2021,47,103,"오반 (OVAN)","산책","산책","산책","",2,0,0
2021,47,104,"윤하","6th Album `END THEORY`","별의 조각","별의 조각","",5,0,0
2021,47,112,"양다일","널 그리워하고 있어","널 그리워하고 있어","널 그리워하고 있어","",10,0,0
2021,47,124,"티아라 (T-ara)","Re:T-ARA","ALL KILL","","ALL KILL",0,8,1
2021,47,126,"BE`O (비오)","Bipolar","Brand)","","Brand",0,5,1
2021,47,129,"백예슬","혼자 사랑하고 미워해","혼자 사랑하고 미워해","혼자 사랑하고 미워해","",11,0,0
2021,47,132,"티아라 (T-ara)","Re:T-ARA","TIKI TAKA","","TIKI TAKA",0,9,1
2021,47,134,"10cm","The 3rd EP","가진다는 말은 좀 그렇지?","가진다는 말은 좀 그렇지","",13,0,0
2021,47,136,"허각","THE M","작은 온기","작은 온기","",5,0,0
2021,47,152,"정동원","그리움, 아낌없이 주는 나무","잘가요 내사랑","잘가요 내사랑","",7,0,0
2021,47,159,"창모 (CHANGMO)","UNDERGROUND ROCKSTAR","모래시계","모래시계","",4,0,0
2021,47,162,"장덕철","다행이야","다행이야","다행이야","",4,0,0
2021,47,168,"창모 (CHANGMO)","UNDERGROUND ROCKSTAR","Hyperstar","","Hyperstar",0,9,1
2021,47,188,"적재","서로의 서로","서로의 서로","서로의 서로","",6,0,0
2021,48,1,"BE`O (비오)","쇼미더머니 10 Episode 3","리무진","리무진","",3,0,0
2021,48,3,"베이식(Basick)","쇼미더머니 10 Episode 3","만남은 쉽고 이별은 어려워","만남은 쉽고 이별은 어려워","",14,0,0
2021,48,11,"쿤타 (Koonta)","쇼미더머니 10 Episode 3","깐부","깐부","",2,0,0
2021,48,17,"SINCE, Tabber","쇼미더머니 10 Episode 3","Reset","","Reset",0,5,1
2021,48,31,"Mudd the student","쇼미더머니 10 Episode 3","이끼","이끼","",2,0,0
2021,48,60,"다비치","지금, 헤어지는 중입니다 OST Part.3","오로지 그대","오로지 그대","",6,0,0
2021,48,68,"정승환","지금, 헤어지는 중입니다 OST Part.4","푸르른 계절도 내겐 의미 없어요","푸르른 계절도 내겐 의미 없어요","",17,0,0
2021,48,75,"몬스타엑스","NO LIMIT","Rush Hour","","Rush Hour",0,9,1
2021,48,94,"화사(Hwa Sa)","Guilty Pleasure","I`m a 빛","빛","I m a",1,5,1
2021,48,95,"이승윤","폐허가 된다 해도","폐허가 된다 해도","폐허가 된다 해도","",9,0,0
2021,48,98,"Sam Ryder","Tiny Riot","Tiny Riot","","Tiny Riot",0,9,1
2021,48,104,"이승윤","폐허가 된다 해도","누군가를 사랑하는 사람다운 말","누군가를 사랑하는 사람다운 말","",16,0,0
2021,48,111,"지구인, 아넌딜라이트(Anandelight)","쇼미더머니 10 Episode 3","새로고침","새로고침","",4,0,0
2021,48,113,"V.O.S","헤어지면 돼","헤어지면 돼","헤어지면 돼","",6,0,0
2021,48,123,"이승윤","폐허가 된다 해도","교재를 펼쳐봐","교재를 펼쳐봐","",7,0,0
2021,48,146,"백지영","다시 사랑한다고 해도 (감정공유 : 백지영)","다시 사랑한다고 해도","다시 사랑한다고 해도","",11,0,0
2021,48,148,"SF9 (에스에프나인)","RUMINATION","Trauma","","Trauma",0,6,1
2021,48,151,"허각","술이야 (REVIBE Vol.5)","술이야","술이야","",3,0,0
2021,48,165,"이승윤","폐허가 된다 해도","도킹","도킹","",2,0,0
2021,48,173,"365LIT, 황지상 (HWANG JI SANG)","쇼미더머니 10 Episode 3","모야모야","모야모야","",4,0,0
2021,48,174,"던밀스(Don Mills), Khakii (카키)","쇼미더머니 10 Episode 3","카멜레온","카멜레온","",4,0,0
2021,48,176,"이승윤","폐허가 된다 해도","커다란 마음","커다란 마음","",6,0,0
2021,48,177,"이승윤","폐허가 된다 해도","구름 한 점이나","구름 한 점이나","",8,0,0
2021,48,179,"이승윤","폐허가 된다 해도","사형선고","사형선고","",4,0,0
2021,48,181,"이승윤","폐허가 된다 해도","코미디여 오소서","코미디여 오소서","",8,0,0
2021,48,185,"이승윤","폐허가 된다 해도","흩어진 꿈을 모아서","흩어진 꿈을 모아서","",10,0,0
2021,49,1,"BE`O (비오)","쇼미더머니 10 Episode 3","리무진","리무진","",3,0,0
2021,49,3,"베이식(Basick)","쇼미더머니 10 Episode 3","만남은 쉽고 이별은 어려워","만남은 쉽고 이별은 어려워","",14,0,0
2021,49,4,"Mudd the student","쇼미더머니 10 Semi Final","불협화음","불협화음","",4,0,0
2021,49,6,"BE`O (비오)","쇼미더머니 10 Semi Final","MBTI","","MBTI",0,4,1
2021,49,14,"조광일","쇼미더머니 10 Semi Final","호우주의)","호우주의","",4,0,0
2021,49,20,"BE`O (비오)","Bipolar","문득","문득","",2,0,0
2021,49,22,"베이식(Basick)","쇼미더머니 10 Semi Final","08베이식","베이식","",3,0,0
2021,49,29,"쿤타 (Koonta)","쇼미더머니 10 Semi Final","바래","바래","",2,0,0
2021,49,38,"sokodomo","쇼미더머니 10 Semi Final","BE !","","BE",0,2,1
2021,49,47,"SINCE","쇼미더머니 10 Semi Final","FACE TIME","","FACE TIME",0,9,1
2021,49,73,"카이 (KAI)","Peaches - The 2nd Mini Album","Peaches","","Peaches",0,7,1
2021,49,92,"아넌딜라이트 (Anandelight)","쇼미더머니 10 Semi Final","높이","높이","",2,0,0
2021,49,102,"청하","Killing Me","Killing Me","","Killing Me",0,10,1
2021,49,113,"태연 (TAEYEON)","지리산 OST Part.8","나의 작은 정원","나의 작은 정원","",8,0,0
2021,49,114,"Stray Kids (스트레이 키즈)","Christmas EveL","Christmas EveL","","Christmas EveL",0,14,1
2021,49,124,"유희열, 유재석, 정재형, 루시드폴, 페퍼톤스 (Peppertones), 박새별, 샘김 (Sam Kim), 이진아, 권진아, 정승환, 윤석철, 적재, 이미주, 서동환","2021 Antenna Christmas Carol","다음 겨울에도 여기서 만나","다음 겨울에도 여기서 만나","",14,0,0
2021,49,130,"양요섭","조영수 리메이크 프로젝트 Part.1","첫눈","첫눈","",2,0,0
2021,49,132,"어반 자카파 (Urban Zakapa)","이 별","모르겠어","모르겠어","",4,0,0
2021,49,137,"2F (신용재, 김원주)","if","미안하다고 말하지 마","미안하다고 말하지 마","",11,0,0
2021,49,151,"Stray Kids (스트레이 키즈)","Christmas EveL","Winter Falls","","Winter Falls",0,12,1
2021,49,169,"벤 (Ben)","옷소매 붉은 끝동 OST Part.2","잠들지 않는 별","잠들지 않는 별","",8,0,0
2021,49,171,"프리스타일 (Free Style)","3집 Freestyle 3","Y (Please Tell Me Why)","","Y",0,1,1
2021,49,183,"카더가든","지금, 헤어지는 중입니다 OST Part.6","Stay","","Stay",0,4,1
2021,50,1,"sokodomo","쇼미더머니 10 Episode 2","회전목마","회전목마","",4,0,0
2021,50,3,"베이식(Basick)","쇼미더머니 10 Episode 3","만남은 쉽고 이별은 어려워","만남은 쉽고 이별은 어려워","",14,0,0
2021,50,4,"Mudd the student","쇼미더머니 10 Semi Final","불협화음","불협화음","",4,0,0
2021,50,9,"BE`O (비오)","쇼미더머니 10 Final","네가 없는 밤","네가 없는 밤","",7,0,0
2021,50,36,"이찬원","참 좋은 날","참 좋은 날","참 좋은 날","",6,0,0
2021,50,45,"SINCE","쇼미더머니 10 Final","UP해","해","UP",1,2,1
2021,50,49,"조광일","쇼미더머니 10 Final","가리온","가리온","",3,0,0
2021,50,69,"SINCE","쇼미더머니 10 Final","SIGN","","SIGN",0,4,1
