year,time,rank,song_title,artist,album
2021,34,42,Lovesick Girls,BLACKPINK,THE ALBUM
2021,34,43,슈퍼스타,미도와 파라솔,슬기로운 의사생활 시즌2 OST Part 6
2021,34,44,밝게 빛나는 별이 되어 비춰줄게,송이한,밝게 빛나는 별이 되어 비춰줄게
2021,34,45,멜로디,ASH ISLAND,멜로디
2021,34,46,어푸 (Ah puh),아이유 (IU),5th Album 'LILAC'
2021,34,47,이젠 잊기로 해요 (Drama Ver.),미도와 파라솔,슬기로운 의사생활 시즌2 OST Special
2021,34,48,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),BTS,MAP OF THE SOUL : PERSONA
2021,34,49,Dolphin,오마이걸 (OH MY GIRL),NONSTOP
2021,34,50,Off My Face,XXXXX,Justice
2021,34,51,Blueming,아이유 (IU),Love poem
2021,34,52,비 오는 날 듣기 좋은 노래 (Feat. Colde),에픽하이 (EPIK HIGH),비 오는 날 듣기 좋은 노래
2021,34,53,잠이 오질 않네요,장범준,잠이 오질 않네요
2021,34,54,eight (에잇) ,아이유 (IU),에잇
2021,34,55,라라라,SG 워너비,My Friend
2021,34,56,넌 좋은 사람,SG 워너비,넌 좋은 사람
2021,34,57,아로하,조정석,슬기로운 의사생활 OST Part 3
2021,34,58,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들) OST
2021,34,59,추억은 만남보다 이별에 남아,정동하,추억은 만남보다 이별에 남아
2021,34,60,제자리 걸음,V.O.S,제자리 걸음
2021,34,61,2002,XXXXX,Speak Your Mind (Deluxe)
2021,34,62,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,`키스 먼저 할까요?` OST Part 3
2021,34,63,봄날,BTS,YOU NEVER WALK ALONE
2021,34,64,사진을 보다가,다비치,사진을 보다가 (REVIBE Vol.2)
2021,34,65,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3
2021,34,66,"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)","양요섭, 정은지","LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지) OST"
2021,34,67,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡
2021,34,68,Life Goes On,BTS,BE
2021,34,69,THRILL RIDE,더보이즈(THE BOYZ),6TH MINI ALBUM [THRILL-ING]
2021,34,70,고백,장범준,첫 번째 `고백`
2021,34,71,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까
2021,34,72,나는 너 좋아,장범준,슬기로운 의사생활 시즌2 OST Part 3
2021,34,73,허리춤,오반 (OVAN),허리춤
2021,34,74,METEOR,창모 (CHANGMO),Boyhood
2021,34,75,Coin,아이유 (IU),5th Album `LILAC`
2021,34,76,LO$ER=LO♡ER,투모로우바이투게더,혼돈의 장: FIGHT OR ESCAPE
2021,34,77,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재,나랑 같이 걸을래 (바른연애 길잡이 X 적재) OST
2021,34,78,오래된 노래,스탠딩 에그(Standing Egg),오래된 노래
2021,34,79,You can`t sit with us,선미,6분의1
2021,34,80,전쟁터 (with 이선희),AKMU (악뮤),NEXT EPISODE
2021,34,81,너의 번호를 누르고 (Prod. 영화처럼),#안녕,너의 번호를 누르고
2021,34,82,Memories,XXXXX,Memories
2021,34,83,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),"미란이 (Mirani), 먼치맨, Khundi Panda, 머쉬베놈 (MUSHVENOM)",쇼미더머니 9 Episode 1
2021,34,84,12:45 (Stripped),XXXXX,12:45 (Stripped)
2021,34,85,On The Ground,로제 (ROSE),R
2021,34,86,너에게,유연석,슬기로운 의사생활 시즌2 OST Part 7
2021,34,87,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),NONSTOP
2021,34,88,사실 나는 (Feat.전건호),경서예지,사실 나는
2021,34,89,마.피.아. In the morning,ITZY (있지),GUESS WHO
2021,34,90,어떻게 지내,오반 (OVAN),어떻게 지내
2021,34,91,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),Red Moon : To You My Light
2021,34,92,How You Like That,BLACKPINK,How You Like That
2021,34,93,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서
2021,34,94,벌써 일년 (Drama Ver.),미도와 파라솔,슬기로운 의사생활 시즌2 OST Special
2021,34,95,내사람,SG 워너비,The Precious History
2021,34,96,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),10cm,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM) OST
2021,34,97,Dance Monkey,XXXXX,Dance Monkey
2021,34,98,난 너를 사랑해,MSG워너비,난 너를 사랑해
2021,34,99,회상,정경호,슬기로운 의사생활 시즌2 OST Part 9
2021,34,100,추적이는 여름 비가 되어,장범준,장범준 싱글
2021,34,101,Love poem,아이유 (IU),Love poem
2021,34,102,그냥 안아달란 말야,다비치,그냥 안아달란 말야
2021,34,103,째깍 째깍 째깍 (with Beenzino),AKMU (악뮤),NEXT EPISODE
2021,34,104,힘든 건 사랑이 아니다,임창정,힘든 건 사랑이 아니다
2021,34,105,Pose,Red Velvet,Queendom - The 6th Mini Album
2021,34,106,Paris In The Rain,XXXXX,I met you when I was 18. (the playlist)
2021,34,107,Kiss Me More (Feat. SZA),Doja Cat,Kiss Me More
2021,34,108,다시 사랑할 수 있을까,"백지영, 이홍기",다시 사랑할 수 있을까
2021,34,109,이렇게 좋아해 본 적이 없어요,CHEEZE (치즈),이렇게 좋아해 본 적이 없어요 (소녀의 세계 X CHEEZE(치즈)) OST
2021,34,110,Black Mamba,aespa,Black Mamba
2021,34,111,별빛 같은 나의 사랑아,임영웅,별빛 같은 나의 사랑아
2021,34,112,Knock On Wood,Red Velvet,Queendom - The 6th Mini Album
2021,34,113,마음을 드려요,아이유 (IU),사랑의 불시착 OST Part 11
2021,34,114,무슨 생각해,스탠딩 에그(Standing Egg),무슨 생각해
2021,34,115,Tiny Riot,Sam Ryder,Tiny Riot
2021,34,116,체념,"정상동기 (김정수, 정기석, 이동휘, 이상이)",MSG워너비 TOP 8 경연곡
2021,34,117,밤편지,아이유 (IU),밤편지
2021,34,118,러브 (Prod. 로코베리),"로꼬 (LOCO), 이성경",Love (Prod. Rocoberry)
2021,34,119,Don`t Start Now,XXXXX,Don`t Start Now
2021,34,120,Leave The Door Open,XXXXX,Leave The Door Open
2021,34,121,은하수를 닮은 너에게 (Feat.몰리디),경서예지,은하수를 닮은 너에게
2021,34,122,너를 만나,폴킴,너를 만나
2021,34,123,Way Back Home (2021),런치,Way Back Home (2021)
2021,34,124,Leave Before You Love Me,XXXXX,Leave Before You Love Me
2021,34,125,둘 중에 골라 (Summer or Summer),"효린, 다솜",둘 중에 골라 (Summer or Summer)
2021,34,126,도망가자 (Run With Me),선우정아,Serenade
2021,34,127,BENCH (with Zion.T),AKMU (악뮤),NEXT EPISODE
2021,34,128,살다가,SG 워너비,살다가
2021,34,129,너의 발걸음에 빛을 비춰줄게 (Prod. 조영수),케이시 (Kassy),너의 발걸음에 빛을 비춰줄게 (Prod. 조영수)
2021,34,130,Stupid love song (with Crush),AKMU (악뮤),NEXT EPISODE
2021,34,131,HERO,임영웅,HERO
2021,34,132,사랑하니까 (2021),이보람,사랑하니까 (2021)
2021,34,133,너무 보고싶어,전상근,너무 보고싶어 (너에게 하고 싶은 말 X 전상근)
2021,34,134,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN),내 마음이 움찔했던 순간 (취향저격 그녀 X 규현) OST
2021,34,135,"Rainy day (Feat. ASH ISLAND, Skinny Brown)",PATEKO (파테코),Rainy day
2021,34,136,그대라는 사치,임영웅,사랑의 콜센타 PART62
2021,34,137,"다시, 여름 (Hello, Sunset)",Red Velvet,Queendom - The 6th Mini Album
2021,34,138,Better Be,Red Velvet,Queendom - The 6th Mini Album
2021,34,139,Pushin` N Pullin`,Red Velvet,Queendom - The 6th Mini Album
2021,34,140,다시 사랑한다면 (김필 Ver.),임영웅,사랑의 콜센타 PART56
2021,34,141,비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize),/// (너 먹구름 비)
2021,34,142,Maniac,XXXXX,Maniac
2021,34,143,WE GO,프로미스나인 (fromis_9),9 WAY TICKET
2021,34,144,끝사랑,임영웅,사랑의 콜센타 PART61
2021,34,145,parachute,John K,love + everything else
2021,34,146,아이와 나의 바다,아이유 (IU),5th Album `LILAC`
2021,34,147,Believer,XXXXX,Evolve
2021,34,148,Bad,Christopher,Bad
2021,34,149,시작,가호 (Gaho),이태원 클라쓰 OST Part.2
2021,34,150,Make Love (Feat. Zion.T),GRAY (그레이),grayground.
2021,34,151,다시 여기 바닷가,"싹쓰리 (유두래곤, 린다G, 비룡)",다시 여기 바닷가
2021,34,152,Bk Love,임영웅,뽕숭아학당 PART23
2021,34,153,잊었니,임영웅,사랑의 콜센타 PART60
2021,34,154,At My Worst,XXXXX,The Prelude
2021,34,155,사계 (Four Seasons),태연 (TAEYEON),사계 (Four Seasons)
2021,34,156,사랑하게 될 줄 알았어,전미도,슬기로운 의사생활 OST Part 11
2021,34,157,When We Disco (Duet with 선미),박진영,When We Disco
2021,34,158,주저하는 연인들을 위해,잔나비,전설
2021,34,159,Shape of You,XXXXX,÷ (Deluxe)
2021,34,160,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해
2021,34,161,안녕,폴킴,호텔 델루나 OST Part.10
2021,34,162,Ashes,Stellar,Ashes
2021,34,163,오늘따라 더 미운 그대가,전상근,오늘따라 더 미운 그대가
2021,34,164,Loving You Girl (Feat. Hkeem),Peder Elias,Loving You Girl
2021,34,165,바다가 들린다 (Prod. NIve),양다일,Ocean Waves with KozyPop
2021,34,166,밤이 되니까,원슈타인 (Wonstein),밤이 되니까
2021,34,167,보고 싶단 말이야,"펀치 (Punch), 매드 클라운(Mad Clown)",보고 싶단 말이야
2021,34,168,외딴섬 로맨틱,잔나비,환상의 나라
2021,34,169,Way Back Home,숀 (SHAUN),Take
2021,34,170,Stuck with U,XXXXX,Stuck with U
2021,34,171,너의 모든 순간,성시경,별에서 온 그대 OST Part 7
2021,34,172,EVEREST (with Sam Kim),AKMU (악뮤),NEXT EPISODE
2021,34,173,Downtown Baby,블루 (BLOO),Downtown Baby
2021,34,174,한여름밤의 꿀 : 다시 여름,"산이 (San E), 레이나",한여름밤의 꿀 : 다시 여름 (TEN PROJECT Part.3)
2021,34,175,Hello Future,NCT DREAM,Hello Future - The 1st Album Repackage
2021,34,176,Second (Feat. 비비 (BIBI)),효연 (HYO),Second
2021,34,177,우린 어쩌다 헤어진 걸까,허각,Hello
2021,34,178,거짓말이라도 해서 널 보고싶어,백지영,거짓말이라도 해서 널 보고싶어
2021,34,179,그대 한 사람 (낮에 뜨는 달 X 산들),산들,그대 한 사람 (낮에 뜨는 달 X 산들) OST
2021,34,180,Beautiful Mistakes,"XXXXX, Megan Thee Stallion",Beautiful Mistakes
2021,34,181,맞짱 (with 잔나비 최정훈),AKMU (악뮤),NEXT EPISODE
2021,34,182,미워요,임영웅,미워요 / 소나기
2021,34,183,Love Yourself,XXXXX,Purpose (Deluxe Edition)
2021,34,184,누구보다 널 사랑해,TWICE,슬기로운 의사생활 시즌2 OST Part 4
2021,34,185,I Don`t Love You (Feat. 쿠기),GRAY (그레이),I Don`t Love You
2021,34,186,좋은 사람 있으면 소개시켜줘,조이 (JOY),슬기로운 의사생활 OST Part 2
2021,34,187,사이렌,호미들,Ghetto Kids
2021,34,188,여전히 아름다운지 (Feat. 김연우),토이 (Toy),A Night In Seoul
2021,34,189,고백 (바른연애 길잡이 X 허각),허각,고백 (바른연애 길잡이 X 허각) OST
2021,34,190,bad guy,XXXXX,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
2021,34,191,Love Me Like That,샘김,"알고있지만, OST Part.6"
2021,34,192,Psycho,Red Velvet,`The ReVe Festival` Finale
2021,34,193,비밀의 화원,아이유 (IU),꽃갈피 둘
2021,34,194,소우주 (Mikrokosmos),BTS,MAP OF THE SOUL : PERSONA
2021,34,195,잡아줄게 (Prod. GroovyRoom),"ASH ISLAND, 그루비룸 (GroovyRoom)",잡아줄게 (Prod. GroovyRoom)
2021,34,196,ON,BTS,MAP OF THE SOUL : 7
2021,34,197,함께 했는데 이별은 나 혼자인 거야,소정,함께 했는데 이별은 나 혼자인 거야
2021,34,198,해야 해,2PM,MUST
2021,34,199,Forever Young,BLACKPINK,SQUARE UP
2021,34,200,DNA,BTS,LOVE YOURSELF 承 `Her`
2021,35,1,신호등,이무진,신호등
2021,35,2,Stay,XXXXX,Stay
2021,35,3,바라만 본다,MSG워너비(M.O.M),MSG워너비 1집
2021,35,4,낙하 (with 아이유),AKMU (악뮤),NEXT EPISODE
2021,35,5,Next Level,aespa,Next Level
2021,35,6,Queendom,Red Velvet,Queendom - The 6th Mini Album
2021,35,7,Weekend,태연 (TAEYEON),Weekend
2021,35,8,Permission to Dance,BTS,Butter / Permission to Dance
2021,35,9,DUMB DUMB,전소미,DUMB DUMB
2021,35,10,좋아좋아,조정석,슬기로운 의사생활 시즌2 OST Part 5
2021,35,11,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO(파테코)",OHAYO MY NIGHT
2021,35,12,Butter,BTS,Butter
2021,35,13,헤픈 우연,헤이즈 (Heize),HAPPEN
2021,35,14,"Peaches (Feat. Daniel Caesar, Giveon)",XXXXX,Justice
2021,35,15,Bad Habits,XXXXX,Bad Habits
2021,35,16,비와 당신,이무진,슬기로운 의사생활 시즌2 OST Part 1
2021,35,17,Dun Dun Dance,오마이걸 (OH MY GIRL),Dear OHMYGIRL
2021,35,18,비가 오는 날엔 (2021),헤이즈 (Heize),비가 오는 날엔 (2021)
2021,35,19,롤린 (Rollin`),브레이브걸스 (Brave Girls),Rollin`
2021,35,20,Dynamite,BTS,Dynamite
2021,35,21,라일락,아이유 (IU),5th Album `LILAC`
2021,35,22,Celebrity,아이유 (IU),Celebrity
2021,35,23,Alcohol-Free,TWICE,Taste of Love
2021,35,24,치맛바람 (Chi Mat Ba Ram),브레이브걸스 (Brave Girls),Summer Queen
2021,35,25,하루만 더,빅마마 (BigMama),하루만 더
2021,35,26,ASAP,STAYC(스테이씨),STAYDOM
2021,35,27,여전히 아름다운지,세븐틴,슬기로운 의사생활 시즌2 OST Part 8
2021,35,28,안녕 (Hello),조이 (JOY),안녕 (Hello) - Special Album
2021,35,29,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호)
2021,35,30,편의점,이찬원,편의점
2021,35,31,나를 아는 사람,MSG워너비(정상동기),MSG워너비 1집
2021,35,32,운전만해 (We Ride),브레이브걸스 (Brave Girls),We Ride
2021,35,33,소리꾼,Stray Kids (스트레이 키즈),NOEASY
2021,35,34,가을 우체국 앞에서,김대명,슬기로운 의사생활 시즌2 OST Part 2
2021,35,35,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",호미들,사이렌 Remix
2021,35,36,회상,정경호,슬기로운 의사생활 시즌2 OST Part 9
2021,35,37,상상더하기,라붐 (LABOUM),Fresh Adventure
2021,35,38,Timeless,SG 워너비,SG Wanna Be+
2021,35,39,내 손을 잡아,아이유 (IU),최고의 사랑 OST Part 4
2021,35,40,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해
2021,35,41,밤하늘의 별을(2020),경서,밤하늘의 별을(2020)
2021,35,42,비 오는 날 듣기 좋은 노래 (Feat. Colde),에픽하이 (EPIK HIGH),비 오는 날 듣기 좋은 노래
2021,35,43,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, BTS",Savage Love (Laxed - Siren Beat) (BTS Remix)
2021,35,44,Lovesick Girls,BLACKPINK,THE ALBUM
2021,35,45,밝게 빛나는 별이 되어 비춰줄게,송이한,밝게 빛나는 별이 되어 비춰줄게
2021,35,46,상상더하기,"MSG워너비 TOP 8 (별루지, 김정수, 강창모, 정기석, 이동휘, 이상이, 박재정, 원슈타인 (Wonstein))",MSG워너비 TOP 8 경연곡
2021,35,47,슈퍼스타,미도와 파라솔,슬기로운 의사생활 시즌2 OST Part 6
2021,35,48,사진을 보다가,다비치,사진을 보다가 (REVIBE Vol.2)
2021,35,49,이젠 잊기로 해요 (Drama Ver.),미도와 파라솔,슬기로운 의사생활 시즌2 OST Special
2021,35,50,멜로디,ASH ISLAND,멜로디
2021,35,51,술버릇 (운전만해 그후),브레이브걸스 (Brave Girls),After `We Ride`
2021,35,52,Off My Face,XXXXX,Justice
2021,35,53,어푸 (Ah puh),아이유 (IU),5th Album 'LILAC'
2021,35,54,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),BTS,MAP OF THE SOUL : PERSONA
2021,35,55,Blueming,아이유 (IU),Love poem
2021,35,56,잠이 오질 않네요,장범준,잠이 오질 않네요
2021,35,57,Dolphin,오마이걸 (OH MY GIRL),NONSTOP
2021,35,58,아로하,조정석,슬기로운 의사생활 OST Part 3
2021,35,59,고백,10cm,두 번째 `고백`
2021,35,60,eight (에잇) ,아이유 (IU),에잇
2021,35,61,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들) OST
2021,35,62,추억은 만남보다 이별에 남아,정동하,추억은 만남보다 이별에 남아
2021,35,63,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,`키스 먼저 할까요?` OST Part 3
2021,35,64,2002,XXXXX,Speak Your Mind (Deluxe)
2021,35,65,라라라,SG 워너비,My Friend
2021,35,66,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡
2021,35,67,봄날,BTS,YOU NEVER WALK ALONE
2021,35,68,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3
2021,35,69,넌 좋은 사람,SG 워너비,넌 좋은 사람
2021,35,70,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까
2021,35,71,"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)","양요섭, 정은지","LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지) OST"
2021,35,72,Life Goes On,BTS,BE
2021,35,73,나는 너 좋아,장범준,슬기로운 의사생활 시즌2 OST Part 3
2021,35,74,METEOR,창모 (CHANGMO),Boyhood
2021,35,75,고백,장범준,첫 번째 `고백`
2021,35,76,오래된 노래,스탠딩 에그(Standing Egg),오래된 노래
2021,35,77,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재,나랑 같이 걸을래 (바른연애 길잡이 X 적재) OST
2021,35,78,Coin,아이유 (IU),5th Album `LILAC`
2021,35,79,허리춤,오반 (OVAN),허리춤
2021,35,80,너의 번호를 누르고 (Prod. 영화처럼),#안녕,너의 번호를 누르고
2021,35,81,Memories,XXXXX,Memories
2021,35,82,제자리 걸음,V.O.S,제자리 걸음
2021,35,83,12:45 (Stripped),XXXXX,12:45 (Stripped)
2021,35,84,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),"미란이 (Mirani), 먼치맨, Khundi Panda, 머쉬베놈 (MUSHVENOM)",쇼미더머니 9 Episode 1
2021,35,85,사실 나는 (Feat.전건호),경서예지,사실 나는
2021,35,86,On The Ground,로제 (ROSE),R
2021,35,87,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),Red Moon : To You My Light
2021,35,88,어떻게 지내,오반 (OVAN),어떻게 지내
2021,35,89,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),NONSTOP
2021,35,90,벌써 일년 (Drama Ver.),미도와 파라솔,슬기로운 의사생활 시즌2 OST Special
2021,35,91,너에게,유연석,슬기로운 의사생활 시즌2 OST Part 7
2021,35,92,How You Like That,BLACKPINK,How You Like That
2021,35,93,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서
2021,35,94,이대로만 (Feat. 죠지),로꼬 (LOCO),이대로만
2021,35,95,마.피.아. In the morning,ITZY (있지),GUESS WHO
2021,35,96,내사람,SG 워너비,The Precious History
2021,35,97,전쟁터 (with 이선희),AKMU (악뮤),NEXT EPISODE
2021,35,98,You can`t sit with us,선미,6분의1
2021,35,99,담아 갈게,이무진,담아 갈게
2021,35,100,Dance Monkey,XXXXX,Dance Monkey
2021,35,101,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),10cm,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM) OST
2021,35,102,추적이는 여름 비가 되어,장범준,장범준 싱글
2021,35,103,Love poem,아이유 (IU),Love poem
2021,35,104,별빛 같은 나의 사랑아,임영웅,별빛 같은 나의 사랑아
2021,35,105,Paris In The Rain,XXXXX,I met you when I was 18. (the playlist)
2021,35,106,Kiss Me More (Feat. SZA),Doja Cat,Kiss Me More
2021,35,107,힘든 건 사랑이 아니다,임창정,힘든 건 사랑이 아니다
2021,35,108,네 노래,피아노맨,네 노래
2021,35,109,밤편지,아이유 (IU),밤편지
2021,35,110,그냥 안아달란 말야,다비치,그냥 안아달란 말야
2021,35,111,Black Mamba,aespa,Black Mamba
2021,35,112,비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize),/// (너 먹구름 비)
2021,35,113,난 너를 사랑해,MSG워너비,난 너를 사랑해
2021,35,114,가까운 듯 먼 그대여,카더가든,가까운 듯 먼 그대여
2021,35,115,마음을 드려요,아이유 (IU),사랑의 불시착 OST Part 11
2021,35,116,LO$ER=LO♡ER,투모로우바이투게더,혼돈의 장: FIGHT OR ESCAPE
2021,35,117,사랑하니까 (2021),이보람,사랑하니까 (2021)
2021,35,118,Leave The Door Open,XXXXX,Leave The Door Open
2021,35,119,너를 만나,폴킴,너를 만나
2021,35,120,It`s My Life,윤미래,슬기로운 의사생활 시즌2 OST Part 10
2021,35,121,이렇게 좋아해 본 적이 없어요,CHEEZE (치즈),이렇게 좋아해 본 적이 없어요 (소녀의 세계 X CHEEZE(치즈)) OST
2021,35,122,Tiny Riot,Sam Ryder,Tiny Riot
2021,35,123,다시 사랑할 수 있을까,"백지영, 이홍기",다시 사랑할 수 있을까
2021,35,124,HERO,임영웅,HERO
2021,35,125,그대라는 사치,임영웅,사랑의 콜센타 PART62
2021,35,126,Don`t Start Now,XXXXX,Don`t Start Now
2021,35,127,다시 사랑한다면 (김필 Ver.),임영웅,사랑의 콜센타 PART56
2021,35,128,Leave Before You Love Me,XXXXX,Leave Before You Love Me
2021,35,129,째깍 째깍 째깍 (with Beenzino),AKMU (악뮤),NEXT EPISODE
2021,35,130,B.T.W (Feat. 박재범) (Prod. Cha Cha Malone),JAY B,SOMO:FUME
2021,35,131,체념,"정상동기 (김정수, 정기석, 이동휘, 이상이)",MSG워너비 TOP 8 경연곡
2021,35,132,도망가자 (Run With Me),선우정아,Serenade
2021,35,133,"Rainy day (Feat. ASH ISLAND, Skinny Brown)",PATEKO (파테코),Rainy day
2021,35,134,ONLY,이하이,ONLY
2021,35,135,은하수를 닮은 너에게 (Feat.몰리디),경서예지,은하수를 닮은 너에게
2021,35,136,Way Back Home (2021),런치,Way Back Home (2021)
2021,35,137,살다가,SG 워너비,살다가
2021,35,138,러브 (Prod. 로코베리),"로꼬 (LOCO), 이성경",Love (Prod. Rocoberry)
2021,35,139,끝사랑,임영웅,사랑의 콜센타 PART61
2021,35,140,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN),내 마음이 움찔했던 순간 (취향저격 그녀 X 규현) OST
2021,35,141,너의 발걸음에 빛을 비춰줄게 (Prod. 조영수),케이시 (Kassy),너의 발걸음에 빛을 비춰줄게 (Prod. 조영수)
2021,35,142,잊었니,임영웅,사랑의 콜센타 PART60
2021,35,143,Maniac,XXXXX,Maniac
2021,35,144,Bk Love,임영웅,뽕숭아학당 PART23
2021,35,145,parachute,John K,love + everything else
2021,35,146,Bad,Christopher,Bad
2021,35,147,행복하고 싶어,백지영,인생띵곡 vol.2
2021,35,148,너무 보고싶어,전상근,너무 보고싶어 (너에게 하고 싶은 말 X 전상근)
2021,35,149,사랑하게 될 줄 알았어,전미도,슬기로운 의사생활 OST Part 11
2021,35,150,사계 (Four Seasons),태연 (TAEYEON),사계 (Four Seasons)
2021,35,151,아이와 나의 바다,아이유 (IU),5th Album `LILAC`
2021,35,152,WE GO,프로미스나인 (fromis_9),9 WAY TICKET
2021,35,153,At My Worst,XXXXX,The Prelude
2021,35,154,Shape of You,XXXXX,÷ (Deluxe)
2021,35,155,Loving You Girl (Feat. Hkeem),Peder Elias,Loving You Girl
2021,35,156,주저하는 연인들을 위해,잔나비,전설
2021,35,157,시작,가호 (Gaho),이태원 클라쓰 OST Part.2
2021,35,158,Pose,Red Velvet,Queendom - The 6th Mini Album
2021,35,159,BENCH (with Zion.T),AKMU (악뮤),NEXT EPISODE
2021,35,160,Stupid love song (with Crush),AKMU (악뮤),NEXT EPISODE
2021,35,161,밤이 되니까,원슈타인 (Wonstein),밤이 되니까
2021,35,162,안녕,폴킴,호텔 델루나 OST Part.10
2021,35,163,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해
2021,35,164,너의 모든 순간,성시경,별에서 온 그대 OST Part 7
2021,35,165,Stuck with U,XXXXX,Stuck with U
2021,35,166,THRILL RIDE,더보이즈(THE BOYZ),6TH MINI ALBUM [THRILL-ING]
2021,35,167,When We Disco (Duet with 선미),박진영,When We Disco
2021,35,168,Ashes,Stellar,Ashes
2021,35,169,미워요,임영웅,미워요 / 소나기
2021,35,170,둘 중에 골라 (Summer or Summer),"효린, 다솜",둘 중에 골라 (Summer or Summer)
2021,35,171,오늘따라 더 미운 그대가,전상근,오늘따라 더 미운 그대가
2021,35,172,Believer,XXXXX,Evolve
2021,35,173,거짓말이라도 해서 널 보고싶어,백지영,거짓말이라도 해서 널 보고싶어
2021,35,174,Way Back Home,숀 (SHAUN),Take
2021,35,175,좋은 사람 있으면 소개시켜줘,조이 (JOY),슬기로운 의사생활 OST Part 2
2021,35,176,Downtown Baby,블루 (BLOO),Downtown Baby
2021,35,177,Love Me Like That,샘김,"알고있지만, OST Part.6"
2021,35,178,Love Yourself,XXXXX,Purpose (Deluxe Edition)
2021,35,179,다시 여기 바닷가,"싹쓰리 (유두래곤, 린다G, 비룡)",다시 여기 바닷가
2021,35,180,비,폴킴,비
2021,35,181,Beautiful Mistakes,"XXXXX, Megan Thee Stallion",Beautiful Mistakes
2021,35,182,계단말고 엘리베이터,임영웅,계단말고 엘리베이터
2021,35,183,Visiting Hours,XXXXX,Visiting Hours
2021,35,184,사랑의 아픔 딛고,임영웅,사랑의 콜센타 PART65
2021,35,185,Hello Future,NCT DREAM,Hello Future - The 1st Album Repackage
2021,35,186,우린 어쩌다 헤어진 걸까,허각,Hello
2021,35,187,Psycho,Red Velvet,`The ReVe Festival` Finale
2021,35,188,누구보다 널 사랑해,TWICE,슬기로운 의사생활 시즌2 OST Part 4
2021,35,189,bad guy,XXXXX,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
2021,35,190,여전히 아름다운지 (Feat. 김연우),토이 (Toy),A Night In Seoul
2021,35,191,비밀의 화원,아이유 (IU),꽃갈피 둘
2021,35,192,사이렌,호미들,Ghetto Kids
2021,35,193,고백 (바른연애 길잡이 X 허각),허각,고백 (바른연애 길잡이 X 허각) OST
2021,35,194,서울의 잠 못 이루는 밤 (Feat. 이수현),10cm,5.2
2021,35,195,DNA,BTS,LOVE YOURSELF 承 `Her`
2021,35,196,아무노래,지코 (ZICO),아무노래
2021,35,197,소우주 (Mikrokosmos),BTS,MAP OF THE SOUL : PERSONA
2021,35,198,외딴섬 로맨틱,잔나비,환상의 나라
2021,35,199,ON,BTS,MAP OF THE SOUL : 7
