year,time,rank,song_title,artist,album
2020,1,73,영화 속에 나오는 주인공처럼,펀치 (Punch),동백꽃 필 무렵 OST Part.6
2020,1,74,헤어져줘서 고마워,벤 (Ben),헤어져줘서 고마워
2020,1,75,봄날,BTS,YOU NEVER WALK ALONE
2020,1,76,벗,닐로 (Nilo),벗
2020,1,77,샤넬 (Feat. 박봄),MC몽,CHANNEL 8
2020,1,78,미리 메리 크리스마스 (Feat. 천둥),아이유 (IU),Real
2020,1,79,그 사람,아이유 (IU),Love poem
2020,1,80,우리 어떻게 할까요,첸 (CHEN),사랑하는 그대에게 - The 2nd Mini Album
2020,1,81,솔직하게 말해서 나,김나영,솔직하게 말해서 나
2020,1,82,그때가 좋았어,케이시 (Kassy),그때가 좋았어
2020,1,83,Popo (How deep is our love?),백예린,Every letter I sent you.
2020,1,84,크리스마스니까,"성시경, 박효신 (朴孝信), 이석훈, 서인국, 빅스 (VIXX)",Jelly Christmas 2012 Heart Project
2020,1,85,310,백예린,Every letter I sent you.
2020,1,86,IDOL,BTS,LOVE YOURSELF 結 `Answer`
2020,1,87,이별행동,이우,이별행동
2020,1,88,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해
2020,1,89,노래방에서,장범준,장범준 3집
2020,1,90,그때의 우리,펀치 (Punch),그때의 우리
2020,1,91,소우주 (Mikrokosmos),BTS,MAP OF THE SOUL : PERSONA
2020,1,92,"FEVER (Feat. 수퍼비, BIBI)",박진영,FEVER
2020,1,93,사랑의 재개발,유산슬,뽕포유
2020,1,94,텅 (Feat.김하온 (HAON)),빈첸 (VINXEN),텅
2020,1,95,Some Things Never Change,XXXXX,XXXXX
2020,1,96,자장가,아이유 (IU),Love poem
2020,1,97,밤편지,아이유 (IU),밤편지
2020,1,98,FANCY,TWICE,FANCY YOU
2020,1,99,나를 기다렸나요,한동근,나를 기다렸나요
2020,1,100,떨어지는 낙엽까지도,헤이즈 (Heize),만추
2020,1,101,Memories,XXXXX,Memories
2020,1,102,Trouble,EXO,OBSESSION - The 6th Album
2020,1,103,Believer,XXXXX,Evolve
2020,1,104,비,폴킴,비
2020,1,105,"천둥벌거숭이 (Feat. Jvcki Wai, 염따)",지코 (ZICO),THINKING Part 1
2020,1,106,ICY,ITZY (있지),IT`z ICY
2020,1,107,나비효과 (Butterfly Effect),EXO,OBSESSION - The 6th Album
2020,1,108,ROXANNE,XXXXX,ROXANNE
2020,1,109,달라달라,ITZY (있지),IT`z Different
2020,1,110,사월이 지나면 우리 헤어져요 (Beautiful goodbye),첸 (CHEN),"사월, 그리고 꽃 - The 1st Mini Album"
2020,1,111,사계 (하루살이),엠씨더맥스 (M.C The Max),Circular
2020,1,112,춤 (Groove),EXO,OBSESSION - The 6th Album
2020,1,113,Done For Me,펀치 (Punch),호텔 델루나 OST Part.12
2020,1,114,이별은 늘 그렇게 (Duet. 정은지),허각,이별은 늘 그렇게
2020,1,115,벌써 12시,청하,벌써 12시
2020,1,116,comethru,XXXXX,"summer,"
2020,1,117,옥탑방,엔플라잉 (N.Flying),FLY HIGH PROJECT #2 `옥탑방`
2020,1,118,합정역 5번 출구,유산슬,뽕포유
2020,1,119,Snapping,청하,Flourishing
2020,1,120,우연인 듯 운명,10cm,사랑의 불시착 OST Part 1
2020,1,121,내 목소리 들리니,벤 (Ben),호텔 델루나 OST Part.9
2020,1,122,지킬 (Jekyll),EXO,OBSESSION - The 6th Album
2020,1,123,All Is Found,XXXXX,XXXXX
2020,1,124,Way Back Home,숀 (SHAUN),Take
2020,1,125,내 맘을 볼 수 있나요,헤이즈 (Heize),호텔 델루나 OST Part.5
2020,1,126,넘쳐흘러,엠씨더맥스 (M.C The Max),Circular
2020,1,127,인사,멜로망스(Melomance),인사
2020,1,128,In & Out,Red Velvet,`The ReVe Festival` Finale
2020,1,129,오늘도 (Day After Day),EXO,OBSESSION - The 6th Album
2020,1,130,내 안부,이우,내 안부
2020,1,131,"아퍼 (Feat. Kid Milli, Lil tachi, 김승민, NO:EL, C JAMM)",기리보이(Giriboy),100년제전문대학
2020,1,132,Ya Ya Ya,EXO,OBSESSION - The 6th Album
2020,1,133,Non Stop,EXO,OBSESSION - The 6th Album
2020,1,134,가끔 이러다,펀치 (Punch),가끔 이러다
2020,1,135,Baby You Are,EXO,OBSESSION - The 6th Album
2020,1,136,REMEDY (Feat. 청하 (CHUNG HA)),창모 (CHANGMO),Boyhood
2020,1,137,Thumbs Up,모모랜드 (MOMOLAND),Thumbs Up
2020,1,138,"thank u, next",XXXXX,"thank u, next"
2020,1,139,Shape of You,XXXXX,÷ (Deluxe)
2020,1,140,첫눈처럼 너에게 가겠다,에일리 (Ailee),도깨비 OST Part 9
2020,1,141,이루리,우주소녀,As You Wish
2020,1,142,Goodbye,박효신 (朴孝信),Goodbye
2020,1,143,안녕이라는 말,송이한,안녕이라는 말
2020,1,144,5월의 밤,자이언티(Zion.T),5월의 밤
2020,1,145,Attention,XXXXX,Voicenotes
2020,1,146,Youth,XXXXX,Blue Neighbourhood (Deluxe)
2020,1,147,내 생애 가장 행복한 시간 Part.2 (Feat. 양다일),MC몽,CHANNEL 8
2020,1,148,On My Way,XXXXX,On My Way OST
2020,1,149,초록빛,폴킴,초록빛
2020,1,150,Talk,"Khalid, Disclosure",Talk
2020,1,151,"나만, 봄",볼빨간사춘기 (BOL4),사춘기집Ⅰ 꽃기운
2020,1,152,삐삐,아이유 (IU),삐삐
2020,1,153,그건 아마 우리의 잘못은 아닐 거야,백예린,Our love is great
2020,1,154,지나오다,닐로 (Nilo),About You
2020,1,155,I Don`t Care,XXXXX,I Don`t Care
2020,1,156,Circles,XXXXX,Hollywood`s Bleeding
2020,1,157,FRIENDS,XXXXX,Speak Your Mind (Deluxe)
2020,1,158,EX,XXXXX,Selfless
2020,1,159,맵고짜고단거 (Feat. 페노메코),다이나믹 듀오 (Dynamic Duo),OFF DUTY
2020,1,160,7 rings,XXXXX,7 rings
2020,1,161,호랑이소굴 (Feat. Jvcki Wai),기리보이(Giriboy),호랑이소굴
2020,1,162,여행,볼빨간사춘기 (BOL4),Red Diary Page.2
2020,1,163,선물,멜로망스(Melomance),Moonlight
2020,1,164,Lost in the Woods,XXXXX,XXXXX
2020,1,165,Painkiller,XXXXX,Painkiller
2020,1,166,"All Falls Down (Feat. Noah Cyrus, Digital Farm Animals)",XXXXX,Different World
2020,1,167,A Whole New World,XXXXX,Aladdin (Original Motion Picture Soundtrack)
2020,1,168,아름다워,창모 (CHANGMO),돈 벌 시간 2
2020,1,169,One Call Away,XXXXX,Nine Track Mind (Deluxe)
2020,1,170,가라사대,비와이(BewhY),The Movie Star
2020,1,171,YES or YES,TWICE,YES or YES
2020,1,172,XXXXX,Selena Gomez,XXXXX
2020,1,173,Kill This Love,BLACKPINK,KILL THIS LOVE
2020,1,174,Don`t Start Now,XXXXX,Don`t Start Now
2020,1,175,Into the Unknown (Panic! At The Disco Ver.),Panic! At The Disco,XXXXX
2020,1,176,Closer (Feat. Halsey),XXXXX,Collage
2020,1,177,Selfmade Orange (Feat. SUPERBEE),창모 (CHANGMO),닿는 순간
2020,1,178,날라리 (LALALAY),선미,날라리 (LALALAY)
2020,1,179,그라타타,"블랙넛 (Black Nut), 한요한, 스윙스",Cumpilation
2020,1,180,"담아 (Feat. 염따, pH-1) (Prod. BOYCOLD)","스윙스(Swings), Kid Milli, 매드 클라운",쇼미더머니 8 Episode 1
2020,1,181,이별하러 가는 길,임한별,이별하러 가는 길
2020,1,182,사람,지코 (ZICO),THINKING Part 1
2020,1,183,눈사람,정승환,눈사람
2020,1,184,내 생에 아름다운,케이윌 (K.Will),뷰티 인사이드 OST Part.4
2020,1,185,come out and play,XXXXX,come out and play
2020,1,186,Honesty,XXXXX,Volume 1 EP
2020,1,187,돈 Call Me (Prod. BRLLNT),염따 (YumDDa),Dingo X 염따
2020,1,188,고백,양다일,고백
2020,1,189,나빠(NAPPA),크러쉬 (CRUSH),나빠(NAPPA)
2020,1,190,180도,벤 (Ben),180˚
2020,1,191,Another Day,"먼데이 키즈 (Monday Kiz), 펀치 (Punch)",호텔 델루나 OST Part.1
2020,1,192,괜찮아도 괜찮아 (That`s okay),디오 (D.O.),괜찮아도 괜찮아 (That`s okay) - SM STATION
2020,1,193,너는 어땠을까,노을,별
2020,1,194,Sunflower (Spider-Man : Into The Spider-Verse),XXXXX,XXXXX
2020,1,195,오늘 밤에,홍진영,Lots of Love
2020,1,196,Rest,백예린,Every letter I sent you.
2020,1,197,비가 내리는 날에는,윤하,STABLE MINDSET
2020,1,198,Havana (Feat. Young Thug),XXXXX,Camila
2020,1,199,Dance The Night Away,TWICE,Summer Nights
2020,1,200,그날처럼,장덕철,그날처럼
2020,2,1,METEOR,창모 (CHANGMO),Boyhood
2020,2,2,Psycho,Red Velvet,`The ReVe Festival` Finale
2020,2,3,Blueming,아이유 (IU),Love poem
2020,2,4,"아마두 (Feat. 우원재, 김효은, 넉살, Huckleberry P)","염따 (YumDDa), 딥플로우, 팔로알토 (Paloalto), The Quiett, 사이먼 도미닉 (Simon Dominic)",Dingo X DAMOIM (Part 2)
2020,2,5,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서
2020,2,6,HIP,마마무 (Mamamoo),reality in BLACK
2020,2,7,Square (2017),백예린,Every letter I sent you.
2020,2,8,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해
2020,2,9,Love poem,아이유 (IU),Love poem
2020,2,10,"다시는 사랑하지 않고, 이별에 아파하기 싫어",백지영,"다시는 사랑하지 않고, 이별에 아파하기 싫어"
2020,2,11,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3
2020,2,12,Into the Unknown,XXXXX,XXXXX
2020,2,13,나의 오랜 연인에게,다비치,나의 오랜 연인에게
2020,2,14,빌었어,창모 (CHANGMO),Boyhood
2020,2,15,안녕,폴킴,호텔 델루나 OST Part.10
2020,2,16,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),Red Moon : To You My Light
2020,2,17,너를 사랑하고 있어,백현 (BAEKHYUN),낭만닥터 김사부 2 OST Part.1
2020,2,18,조금 취했어 (Prod. 2soo),임재현,조금 취했어
2020,2,19,사랑이란 멜로는 없어,전상근,사랑이란 멜로는 없어
2020,2,20,헤어진 우리가 지켜야 할 것들,"김나영, 양다일",헤어진 우리가 지켜야 할 것들
2020,2,21,2002,XXXXX,Speak Your Mind (Deluxe)
2020,2,22,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),BTS,MAP OF THE SOUL : PERSONA
2020,2,23,먹구름,윤하,UNSTABLE MINDSET
2020,2,24,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,`키스 먼저 할까요?` OST Part 3
2020,2,25,십이월 이십오일의 고백,정승환,십이월 이십오일의 고백
2020,2,26,새 사랑,송하예,새 사랑
2020,2,27,이 번호로 전화해줘,바이브 (Vibe),이 번호로 전화해줘
2020,2,28,시든 꽃에 물을 주듯,HYNN(박혜원),시든 꽃에 물을 주듯
2020,2,29,포장마차,황인욱,포장마차
2020,2,30,있어줘요,장덕철,있어줘요
2020,2,31,"인기 (Feat. 송가인, 챈슬러)",MC몽,CHANNEL 8
2020,2,32,니 소식,송하예,니 소식
2020,2,33,시간의 바깥,아이유 (IU),Love poem
2020,2,34,bad guy,XXXXX,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
2020,2,35,다시 만날까 봐,V.O.S,다시 만날까 봐
2020,2,36,불티 (Spark),태연 (TAEYEON),Purpose - The 2nd Album
2020,2,37,기억해줘요 내 모든 날과 그때를,거미,호텔 델루나 OST Part.7
2020,2,38,Show Yourself,XXXXX,XXXXX
2020,2,39,사랑에 연습이 있었다면 (Prod. 2soo),임재현,사랑에 연습이 있었다면
2020,2,40,BAND,"창모, Hash Swan, ASH ISLAND, 김효은",BAND
2020,2,41,너를 만나,폴킴,너를 만나
2020,2,42,사랑이 식었다고 말해도 돼,먼데이 키즈 (Monday Kiz),사랑이 식었다고 말해도 돼
2020,2,43,Obsession,EXO,OBSESSION - The 6th Album
2020,2,44,첫 겨울이니까,"성시경, 아이유 (IU)",첫 겨울이니까
2020,2,45,이별주,황인욱,이별주
2020,2,46,Senorita,XXXXX,Senorita
2020,2,47,워커홀릭,볼빨간사춘기 (BOL4),Two Five
2020,2,48,WINTER FLOWER(雪中梅) (Feat.RM),윤하,UNSTABLE MINDSET
2020,2,49,그대라는 시,태연 (TAEYEON),호텔 델루나 OST Part.3
2020,2,50,사계 (Four Seasons),태연 (TAEYEON),사계 (Four Seasons)
2020,2,51,Feel Special,TWICE,Feel Special
2020,2,52,술이 문제야,"장혜진, 윤민수",술이 문제야
2020,2,53,Paris In The Rain,XXXXX,I met you when I was 18. (the playlist)
2020,2,54,달려,"염따 (YumDDa), 딥플로우, 팔로알토 (Paloalto), The Quiett, 사이먼 도미닉 (Simon Dominic)",Dingo X DAMOIM (Part 4)
2020,2,55,차가워진 이 바람엔 우리가 써있어(Bad Love),HYNN(박혜원),차가워진 이 바람엔 우리가 써있어(Bad Love)
2020,2,56,Flower,윤미래 (T),사랑의 불시착 OST Part 2
2020,2,57,가을밤 떠난 너,케이시 (Kassy),Rewind
2020,2,58,숨겨진 세상 (Into the Unknown End Credit Ver.) (겨울왕국 2),태연 (TAEYEON),겨울왕국 2 (한국어 버전)
2020,2,59,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (Maktub),Red Moon : Happiness
2020,2,60,LION,(여자)아이들,퀸덤 [FINAL 컴백 싱글]
2020,2,61,unlucky,아이유 (IU),Love poem
2020,2,62,너에게 못했던 내 마지막 말은,다비치,너에게 못했던 내 마지막 말은
2020,2,63,Snowman,XXXXX,Snowman
2020,2,64,Speechless (Full),XXXXX,XXXXX
2020,2,65,주저하는 연인들을 위해,잔나비,전설
2020,2,66,허전해,폴킴,"정규 2집 `마음, 하나`"
2020,2,67,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE),두 번째 이야기
2020,2,68,날 보러 와요 (Come See Me),AOA,NEW MOON
2020,2,69,잘 살고 있다,V.O.S,잘 살고 있다
2020,2,70,나의 어깨에 기대어요,10cm,호텔 델루나 OST Part.2
2020,2,71,헤어지자 (Prod. 정키),휘인 (Whee In),soar
2020,2,72,Santa Tell Me,XXXXX,Santa Tell Me
2020,2,73,노을,다비치,사랑의 불시착 OST Part 3
2020,2,74,영화 속에 나오는 주인공처럼,펀치 (Punch),동백꽃 필 무렵 OST Part.6
2020,2,75,중2병,"염따 (YumDDa), 딥플로우, 팔로알토 (Paloalto), The Quiett, 사이먼 도미닉 (Simon Dominic)",Dingo X DAMOIM (Part 3)
2020,2,76,헤어져줘서 고마워,벤 (Ben),헤어져줘서 고마워
2020,2,77,봄날,BTS,YOU NEVER WALK ALONE
2020,2,78,그때가 좋았어,케이시 (Kassy),그때가 좋았어
2020,2,79,Amanda (Feat. Simon Dominic) (Prod. By UNTITLEDS),염따 (YumDDa),Amanda
2020,2,80,솔직하게 말해서 나,김나영,솔직하게 말해서 나
2020,2,81,벗,닐로 (Nilo),벗
2020,2,82,우리 어떻게 할까요,첸 (CHEN),사랑하는 그대에게 - The 2nd Mini Album
2020,2,83,샤넬 (Feat. 박봄),MC몽,CHANNEL 8
2020,2,84,그 사람,아이유 (IU),Love poem
2020,2,85,Nerdy Love (Feat. 백예린),pH-1,Nerdy Love
2020,2,86,IDOL,BTS,LOVE YOURSELF 結 `Answer`
2020,2,87,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해
2020,2,88,이별행동,이우,이별행동
2020,2,89,사랑의 재개발,유산슬,뽕포유
2020,2,90,All I Want For Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition)
2020,2,91,소우주 (Mikrokosmos),BTS,MAP OF THE SOUL : PERSONA
2020,2,92,밤편지,아이유 (IU),밤편지
2020,2,93,노래방에서,장범준,장범준 3집
2020,2,94,Popo (How deep is our love?),백예린,Every letter I sent you.
2020,2,95,비,폴킴,비
2020,2,96,ROXANNE,XXXXX,ROXANNE
2020,2,97,Memories,XXXXX,Memories
2020,2,98,FANCY,TWICE,FANCY YOU
2020,2,99,310,백예린,Every letter I sent you.
2020,2,100,미리 메리 크리스마스 (Feat. 천둥),아이유 (IU),Real
2020,2,101,자장가,아이유 (IU),Love poem
2020,2,102,Trouble,EXO,OBSESSION - The 6th Album
2020,2,103,Believer,XXXXX,Evolve
2020,2,104,Good Guy,SF9 (에스에프나인),FIRST COLLECTION
2020,2,105,나비효과 (Butterfly Effect),EXO,OBSESSION - The 6th Album
2020,2,106,"FEVER (Feat. 수퍼비, BIBI)",박진영,FEVER
2020,2,107,떨어지는 낙엽까지도,헤이즈 (Heize),만추
2020,2,108,Some Things Never Change,XXXXX,XXXXX
2020,2,109,달라달라,ITZY (있지),IT`z Different
2020,2,110,"천둥벌거숭이 (Feat. Jvcki Wai, 염따)",지코 (ZICO),THINKING Part 1
2020,2,111,ICY,ITZY (있지),IT`z ICY
2020,2,112,사월이 지나면 우리 헤어져요 (Beautiful goodbye),첸 (CHEN),"사월, 그리고 꽃 - The 1st Mini Album"
2020,2,113,춤 (Groove),EXO,OBSESSION - The 6th Album
2020,2,114,사계 (하루살이),엠씨더맥스 (M.C The Max),Circular
2020,2,115,comethru,XXXXX,"summer,"
2020,2,116,그때의 우리,펀치 (Punch),그때의 우리
2020,2,117,크리스마스니까,"성시경, 박효신 (朴孝信), 이석훈, 서인국, 빅스 (VIXX)",Jelly Christmas 2012 Heart Project
2020,2,118,벌써 12시,청하,벌써 12시
2020,2,119,내 맘을 볼 수 있나요,헤이즈 (Heize),호텔 델루나 OST Part.5
2020,2,120,Done For Me,펀치 (Punch),호텔 델루나 OST Part.12
2020,2,121,Way Back Home,숀 (SHAUN),Take
2020,2,122,지킬 (Jekyll),EXO,OBSESSION - The 6th Album
2020,2,123,가끔은,정효빈,가끔은
2020,2,124,Snapping,청하,Flourishing
2020,2,125,텅 (Feat.김하온 (HAON)),빈첸 (VINXEN),텅
2020,2,126,옥탑방,엔플라잉 (N.Flying),FLY HIGH PROJECT #2 `옥탑방`
2020,2,127,넘쳐흘러,엠씨더맥스 (M.C The Max),Circular
2020,2,128,합정역 5번 출구,유산슬,뽕포유
2020,2,129,내 목소리 들리니,벤 (Ben),호텔 델루나 OST Part.9
2020,2,130,Ya Ya Ya,EXO,OBSESSION - The 6th Album
2020,2,131,오늘도 (Day After Day),EXO,OBSESSION - The 6th Album
2020,2,132,이별은 늘 그렇게 (Duet. 정은지),허각,이별은 늘 그렇게
2020,2,133,인사,멜로망스(Melomance),인사
2020,2,134,Non Stop,EXO,OBSESSION - The 6th Album
2020,2,135,Baby You Are,EXO,OBSESSION - The 6th Album
2020,2,136,"아퍼 (Feat. Kid Milli, Lil tachi, 김승민, NO:EL, C JAMM)",기리보이(Giriboy),100년제전문대학
2020,2,137,Shape of You,XXXXX,÷ (Deluxe)
2020,2,138,내 안부,이우,내 안부
2020,2,139,가끔 이러다,펀치 (Punch),가끔 이러다
2020,2,140,Yummy,XXXXX,Yummy
2020,2,141,"thank u, next",XXXXX,"thank u, next"
2020,2,142,Youth,XXXXX,Blue Neighbourhood (Deluxe)
2020,2,143,All Is Found,XXXXX,XXXXX
2020,2,144,Talk,"Khalid, Disclosure",Talk
2020,2,145,비가 내리는 날에는,윤하,STABLE MINDSET
2020,2,146,다음에 봐,윤하,UNSTABLE MINDSET
2020,2,147,Attention,XXXXX,Voicenotes
2020,2,148,Circles,XXXXX,Hollywood`s Bleeding
2020,2,149,Goodbye,박효신 (朴孝信),Goodbye
2020,2,150,첫눈처럼 너에게 가겠다,에일리 (Ailee),도깨비 OST Part 9
2020,2,151,초록빛,폴킴,초록빛
2020,2,152,On My Way,XXXXX,On My Way OST
2020,2,153,우연인 듯 운명,10cm,사랑의 불시착 OST Part 1
2020,2,154,REMEDY (Feat. 청하 (CHUNG HA)),창모 (CHANGMO),Boyhood
2020,2,155,지나오다,닐로 (Nilo),About You
2020,2,156,삐삐,아이유 (IU),삐삐
2020,2,157,I Don`t Care,XXXXX,I Don`t Care
2020,2,158,"나만, 봄",볼빨간사춘기 (BOL4),사춘기집Ⅰ 꽃기운
2020,2,159,스무살 어느 날,윤하,UNSTABLE MINDSET
2020,2,160,Changes,XXXXX,Changes
2020,2,161,Painkiller,XXXXX,Painkiller
2020,2,162,EX,XXXXX,Selfless
2020,2,163,FRIENDS,XXXXX,Speak Your Mind (Deluxe)
2020,2,164,그건 아마 우리의 잘못은 아닐 거야,백예린,Our love is great
2020,2,165,7 rings,XXXXX,7 rings
2020,2,166,비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize),/// (너 먹구름 비)
2020,2,167,5월의 밤,자이언티(Zion.T),5월의 밤
2020,2,168,여행,볼빨간사춘기 (BOL4),Red Diary Page.2
2020,2,169,Don`t Start Now,XXXXX,Don`t Start Now
2020,2,170,26,윤하,UNSTABLE MINDSET
2020,2,171,One Call Away,XXXXX,Nine Track Mind (Deluxe)
2020,2,172,XXXXX,Selena Gomez,XXXXX
2020,2,173,아름다워,창모 (CHANGMO),돈 벌 시간 2
2020,2,174,선물,멜로망스(Melomance),Moonlight
2020,2,175,"All Falls Down (Feat. Noah Cyrus, Digital Farm Animals)",XXXXX,Different World
2020,2,176,Kill This Love,BLACKPINK,KILL THIS LOVE
2020,2,177,YES or YES,TWICE,YES or YES
2020,2,178,Closer (Feat. Halsey),XXXXX,Collage
2020,2,179,A Whole New World,XXXXX,Aladdin (Original Motion Picture Soundtrack)
2020,2,180,Selfmade Orange (Feat. SUPERBEE),창모 (CHANGMO),닿는 순간
2020,2,181,호랑이소굴 (Feat. Jvcki Wai),기리보이(Giriboy),호랑이소굴
2020,2,182,오늘 밤에,홍진영,Lots of Love
2020,2,183,가라사대,비와이(BewhY),The Movie Star
2020,2,184,내 생에 아름다운,케이윌 (K.Will),뷰티 인사이드 OST Part.4
2020,2,185,Stack It Up (Feat. A Boogie Wit da Hoodie),Liam Payne,Stack It Up
2020,2,186,Love Yourself,XXXXX,Purpose (Deluxe Edition)
2020,2,187,이별하러 가는 길,임한별,이별하러 가는 길
2020,2,188,In & Out,Red Velvet,`The ReVe Festival` Finale
2020,2,189,Honesty,XXXXX,Volume 1 EP
2020,2,190,날라리 (LALALAY),선미,날라리 (LALALAY)
2020,2,191,멍청이(twit),화사(Hwa Sa),멍청이(twit)
2020,2,192,내 생애 가장 행복한 시간 Part.2 (Feat. 양다일),MC몽,CHANNEL 8
2020,2,193,고백,양다일,고백
2020,2,194,"담아 (Feat. 염따, pH-1) (Prod. BOYCOLD)","스윙스(Swings), Kid Milli, 매드 클라운",쇼미더머니 8 Episode 1
2020,2,195,Havana (Feat. Young Thug),XXXXX,Camila
2020,2,196,신청곡 (Feat. SUGA of BTS),이소라,신청곡
2020,2,197,괜찮아도 괜찮아 (That`s okay),디오 (D.O.),괜찮아도 괜찮아 (That`s okay) - SM STATION
2020,2,198,i`m so tired...,XXXXX,i`m so tired...
2020,2,199,Sunflower (Spider-Man : Into The Spider-Verse),XXXXX,XXXXX
